epoch,train_loss,eval_accuracy,eval_loss,eval_sensitivity_macro,eval_specificity_macro
1,0.4740195831948397,0.8922764227642277,0.29753817542538746,0.892276406288147,0.984610915184021
2,0.1455675595783006,0.9153963414634146,0.23540175757136417,0.9153963327407837,0.9879137277603149
3,0.11316054329882151,0.9303014905149052,0.22224993737350435,0.9303014278411865,0.990043044090271
